id,order_id,inventory_batch_id,quantity_tons
LINE-01746,ORD-01746,INV-01746,1.96
LINE-01747,ORD-01747,INV-01747,0.98
LINE-01748,ORD-01748,INV-01748,0.63
LINE-01749,ORD-01749,INV-01749,1.36
LINE-01750,ORD-01750,INV-01750,0.92
LINE-01751,ORD-01751,INV-01751,1.94
LINE-01752,ORD-01752,INV-01752,0.44
LINE-01753,ORD-01753,INV-01753,0.4
LINE-01754,ORD-01754,INV-01754,0.66
LINE-01755,ORD-01755,INV-01755,0.89
LINE-01756,ORD-01756,INV-01756,1.51
LINE-01757,ORD-01757,INV-01757,1.65
LINE-01758,ORD-01758,INV-01758,1.97
LINE-01759,ORD-01759,INV-01759,1.94
LINE-01760,ORD-01760,INV-01760,0.79
LINE-01761,ORD-01761,INV-01761,1.73
LINE-01762,ORD-01762,INV-01762,0.7
LINE-01763,ORD-01763,INV-01763,0.86
LINE-01764,ORD-01764,INV-01764,1.93
LINE-01765,ORD-01765,INV-01765,0.4
LINE-01766,ORD-01766,INV-01766,2.0
LINE-01767,ORD-01767,INV-01767,1.19
LINE-01768,ORD-01768,INV-01768,0.54
LINE-01769,ORD-01769,INV-01769,0.81
LINE-01770,ORD-01770,INV-01770,0.43
LINE-01771,ORD-01771,INV-01771,1.44
LINE-01772,ORD-01772,INV-01772,1.7
LINE-01773,ORD-01773,INV-01773,1.42
LINE-01774,ORD-01774,INV-01774,0.57
LINE-01775,ORD-01775,INV-01775,1.04
LINE-01776,ORD-01776,INV-01776,0.26
LINE-01777,ORD-01777,INV-01777,0.94
LINE-01778,ORD-01778,INV-01778,0.98
LINE-01779,ORD-01779,INV-01779,1.67
LINE-01780,ORD-01780,INV-01780,1.89
LINE-01781,ORD-01781,INV-01781,1.88
LINE-01782,ORD-01782,INV-01782,1.62
LINE-01783,ORD-01783,INV-01783,1.92
LINE-01784,ORD-01784,INV-01784,1.75
LINE-01785,ORD-01785,INV-01785,0.73
LINE-01786,ORD-01786,INV-01786,0.38
LINE-01787,ORD-01787,INV-01787,1.87
LINE-01788,ORD-01788,INV-01788,1.79
LINE-01789,ORD-01789,INV-01789,1.8
LINE-01790,ORD-01790,INV-01790,0.97
LINE-01791,ORD-01791,INV-01791,1.21
LINE-01792,ORD-01792,INV-01792,1.14
LINE-01793,ORD-01793,INV-01793,1.73
LINE-01794,ORD-01794,INV-01794,1.63
LINE-01795,ORD-01795,INV-01795,0.76
LINE-01796,ORD-01796,INV-01796,1.07
LINE-01797,ORD-01797,INV-01797,0.39
LINE-01798,ORD-01798,INV-01798,0.53
LINE-01799,ORD-01799,INV-01799,0.36
LINE-01800,ORD-01800,INV-01800,0.61
