id,farm_id,weight_tons,quality_grade,status
LOT-01746,FRM-0035,4.27,B,Packing
LOT-01747,FRM-0085,14.22,C,Intake
LOT-01748,FRM-0093,12.66,A,Intake
LOT-01749,FRM-0011,8.53,B,Intake
LOT-01750,FRM-0053,22.52,C,Intake
LOT-01751,FRM-0051,23.64,C,Quality
LOT-01752,FRM-0031,3.69,C,Intake
LOT-01753,FRM-0067,16.94,C,Packing
LOT-01754,FRM-0064,22.23,A,Intake
LOT-01755,FRM-0099,20.36,B,Storage
LOT-01756,FRM-0096,18.86,B,Quality
LOT-01757,FRM-0019,3.56,A,Packing
LOT-01758,FRM-0057,10.8,C,Intake
LOT-01759,FRM-0063,13.8,C,Intake
LOT-01760,FRM-0041,14.1,B,Quality
LOT-01761,FRM-0036,22.11,A,Packing
LOT-01762,FRM-0061,18.18,B,Intake
LOT-01763,FRM-0083,24.2,C,Intake
LOT-01764,FRM-0095,16.89,A,Quality
LOT-01765,FRM-0033,14.27,B,Packing
LOT-01766,FRM-0088,3.93,A,Storage
LOT-01767,FRM-0050,1.19,B,Packing
LOT-01768,FRM-0039,3.17,A,Packing
LOT-01769,FRM-0027,21.63,A,Storage
LOT-01770,FRM-0081,8.61,C,Storage
LOT-01771,FRM-0005,7.58,A,Storage
LOT-01772,FRM-0061,18.69,B,Storage
LOT-01773,FRM-0013,20.79,C,Packing
LOT-01774,FRM-0065,2.59,B,Packing
LOT-01775,FRM-0059,17.69,A,Quality
LOT-01776,FRM-0081,11.64,C,Quality
LOT-01777,FRM-0001,10.62,C,Packing
LOT-01778,FRM-0041,14.82,A,Quality
LOT-01779,FRM-0032,13.39,C,Quality
LOT-01780,FRM-0077,17.46,B,Storage
LOT-01781,FRM-0062,21.96,A,Packing
LOT-01782,FRM-0023,17.5,B,Packing
LOT-01783,FRM-0026,3.03,B,Quality
LOT-01784,FRM-0051,22.03,C,Quality
LOT-01785,FRM-0003,23.75,C,Quality
LOT-01786,FRM-0012,24.38,A,Packing
LOT-01787,FRM-0090,21.44,A,Storage
LOT-01788,FRM-0080,11.29,B,Quality
LOT-01789,FRM-0012,23.99,A,Intake
LOT-01790,FRM-0002,18.25,B,Storage
LOT-01791,FRM-0087,12.86,A,Quality
LOT-01792,FRM-0025,23.71,B,Packing
LOT-01793,FRM-0096,12.86,A,Storage
LOT-01794,FRM-0027,15.4,B,Quality
LOT-01795,FRM-0054,5.33,A,Intake
LOT-01796,FRM-0038,24.43,A,Storage
LOT-01797,FRM-0032,9.87,C,Storage
LOT-01798,FRM-0011,1.25,A,Packing
LOT-01799,FRM-0089,10.54,A,Storage
LOT-01800,FRM-0091,11.16,C,Packing
LOT-01801,FRM-0010,3.29,A,Intake
LOT-01802,FRM-0043,23.35,B,Packing
LOT-01803,FRM-0078,23.54,C,Intake
LOT-01804,FRM-0001,7.09,C,Storage
LOT-01805,FRM-0039,24.46,C,Packing
LOT-01806,FRM-0017,24.23,C,Intake
LOT-01807,FRM-0075,5.3,A,Storage
LOT-01808,FRM-0044,22.07,A,Intake
LOT-01809,FRM-0041,18.05,B,Quality
LOT-01810,FRM-0034,3.8,A,Quality
LOT-01811,FRM-0064,21.92,B,Packing
LOT-01812,FRM-0056,7.79,B,Packing
LOT-01813,FRM-0067,8.51,A,Packing
LOT-01814,FRM-0095,24.87,A,Storage
LOT-01815,FRM-0007,5.53,A,Quality
LOT-01816,FRM-0024,1.86,B,Quality
LOT-01817,FRM-0091,12.21,A,Storage
LOT-01818,FRM-0006,11.6,C,Storage
LOT-01819,FRM-0059,12.83,C,Quality
LOT-01820,FRM-0016,9.39,A,Packing
LOT-01821,FRM-0024,21.04,C,Packing
LOT-01822,FRM-0073,22.38,C,Quality
LOT-01823,FRM-0075,24.95,A,Quality
LOT-01824,FRM-0054,23.09,A,Storage
LOT-01825,FRM-0087,3.26,B,Intake
LOT-01826,FRM-0037,17.35,C,Intake
LOT-01827,FRM-0051,9.97,A,Packing
LOT-01828,FRM-0020,1.69,B,Storage
LOT-01829,FRM-0059,16.08,B,Intake
LOT-01830,FRM-0043,24.27,C,Storage
LOT-01831,FRM-0042,23.74,C,Quality
LOT-01832,FRM-0028,21.72,C,Packing
LOT-01833,FRM-0042,20.16,C,Intake
LOT-01834,FRM-0071,23.85,B,Intake
LOT-01835,FRM-0052,7.12,A,Storage
LOT-01836,FRM-0012,1.49,A,Quality
LOT-01837,FRM-0050,19.71,B,Quality
LOT-01838,FRM-0016,8.17,B,Packing
LOT-01839,FRM-0088,15.48,B,Intake
LOT-01840,FRM-0048,13.3,B,Storage
LOT-01841,FRM-0050,12.43,C,Storage
LOT-01842,FRM-0012,19.16,B,Quality
LOT-01843,FRM-0056,16.14,A,Intake
LOT-01844,FRM-0066,9.2,B,Quality
LOT-01845,FRM-0083,17.47,A,Storage
LOT-01846,FRM-0068,16.11,C,Intake
LOT-01847,FRM-0038,12.24,A,Storage
LOT-01848,FRM-0039,4.57,A,Packing
LOT-01849,FRM-0032,13.55,B,Intake
LOT-01850,FRM-0071,2.84,A,Intake
LOT-01851,FRM-0066,11.2,A,Storage
LOT-01852,FRM-0085,18.29,B,Packing
LOT-01853,FRM-0033,15.05,C,Intake
LOT-01854,FRM-0015,18.77,B,Quality
LOT-01855,FRM-0024,21.23,A,Intake
LOT-01856,FRM-0054,22.04,B,Packing
LOT-01857,FRM-0076,18.38,C,Storage
LOT-01858,FRM-0080,20.39,B,Quality
LOT-01859,FRM-0028,5.44,C,Packing
LOT-01860,FRM-0087,3.55,C,Intake
LOT-01861,FRM-0001,10.48,A,Quality
LOT-01862,FRM-0084,12.45,C,Storage
LOT-01863,FRM-0085,24.18,C,Storage
LOT-01864,FRM-0039,15.84,C,Packing
LOT-01865,FRM-0089,17.17,C,Storage
LOT-01866,FRM-0039,3.1,A,Intake
LOT-01867,FRM-0025,3.69,A,Quality
LOT-01868,FRM-0004,6.02,C,Quality
LOT-01869,FRM-0084,6.8,C,Quality
LOT-01870,FRM-0012,8.22,B,Quality
LOT-01871,FRM-0061,11.13,A,Quality
LOT-01872,FRM-0020,18.73,B,Storage
LOT-01873,FRM-0061,1.47,B,Quality
LOT-01874,FRM-0026,8.08,B,Intake
LOT-01875,FRM-0043,1.19,C,Storage
LOT-01876,FRM-0054,21.37,C,Packing
LOT-01877,FRM-0005,12.7,B,Storage
LOT-01878,FRM-0030,18.14,C,Intake
LOT-01879,FRM-0055,14.83,C,Intake
LOT-01880,FRM-0035,22.43,B,Storage
LOT-01881,FRM-0015,12.87,C,Packing
LOT-01882,FRM-0058,17.74,A,Quality
LOT-01883,FRM-0037,18.43,B,Packing
LOT-01884,FRM-0057,6.57,A,Packing
LOT-01885,FRM-0078,21.48,C,Storage
LOT-01886,FRM-0017,22.2,C,Storage
LOT-01887,FRM-0054,20.99,C,Packing
LOT-01888,FRM-0061,20.19,A,Quality
LOT-01889,FRM-0037,17.58,A,Storage
LOT-01890,FRM-0017,5.16,A,Storage
LOT-01891,FRM-0013,20.04,B,Packing
LOT-01892,FRM-0031,6.03,A,Intake
LOT-01893,FRM-0046,22.14,B,Quality
LOT-01894,FRM-0023,20.87,C,Intake
LOT-01895,FRM-0009,9.11,A,Quality
LOT-01896,FRM-0016,14.49,B,Packing
LOT-01897,FRM-0044,19.84,A,Packing
LOT-01898,FRM-0020,21.48,C,Intake
LOT-01899,FRM-0091,2.21,B,Storage
LOT-01900,FRM-0097,3.66,A,Intake
LOT-01901,FRM-0072,2.01,A,Quality
LOT-01902,FRM-0081,3.83,A,Packing
LOT-01903,FRM-0021,18.48,C,Storage
LOT-01904,FRM-0098,13.14,C,Intake
LOT-01905,FRM-0020,16.53,B,Quality
LOT-01906,FRM-0016,21.37,B,Storage
LOT-01907,FRM-0099,19.46,A,Storage
LOT-01908,FRM-0044,7.88,A,Intake
LOT-01909,FRM-0035,9.94,B,Packing
LOT-01910,FRM-0081,16.96,A,Storage
LOT-01911,FRM-0030,4.31,B,Storage
LOT-01912,FRM-0053,22.55,C,Packing
LOT-01913,FRM-0004,11.62,A,Intake
LOT-01914,FRM-0011,9.12,B,Quality
LOT-01915,FRM-0056,2.48,A,Quality
LOT-01916,FRM-0074,2.39,C,Packing
LOT-01917,FRM-0054,10.65,C,Packing
LOT-01918,FRM-0093,18.82,B,Intake
LOT-01919,FRM-0036,22.61,C,Quality
LOT-01920,FRM-0090,10.69,C,Quality
LOT-01921,FRM-0070,15.98,C,Storage
LOT-01922,FRM-0090,9.29,C,Storage
LOT-01923,FRM-0100,5.74,B,Intake
LOT-01924,FRM-0005,13.9,B,Quality
LOT-01925,FRM-0067,24.81,B,Quality
LOT-01926,FRM-0012,13.28,B,Packing
LOT-01927,FRM-0097,16.26,A,Intake
LOT-01928,FRM-0070,15.22,A,Packing
LOT-01929,FRM-0093,11.15,C,Intake
LOT-01930,FRM-0094,2.44,B,Packing
LOT-01931,FRM-0081,13.18,A,Intake
LOT-01932,FRM-0097,16.62,A,Storage
LOT-01933,FRM-0039,14.74,A,Storage
LOT-01934,FRM-0044,24.59,C,Quality
LOT-01935,FRM-0045,8.18,C,Quality
LOT-01936,FRM-0092,10.06,C,Quality
LOT-01937,FRM-0014,8.87,C,Quality
LOT-01938,FRM-0100,9.67,A,Quality
LOT-01939,FRM-0092,11.22,B,Intake
LOT-01940,FRM-0012,2.49,A,Storage
LOT-01941,FRM-0028,11.71,B,Storage
LOT-01942,FRM-0076,14.42,B,Packing
LOT-01943,FRM-0075,12.97,B,Storage
LOT-01944,FRM-0089,23.34,B,Storage
LOT-01945,FRM-0021,4.46,A,Storage
LOT-01946,FRM-0092,11.99,C,Intake
LOT-01947,FRM-0089,6.1,B,Intake
LOT-01948,FRM-0096,4.76,C,Packing
LOT-01949,FRM-0016,15.44,B,Intake
LOT-01950,FRM-0016,9.87,B,Intake
LOT-01951,FRM-0067,4.68,B,Packing
LOT-01952,FRM-0048,8.28,B,Intake
LOT-01953,FRM-0019,4.41,C,Storage
LOT-01954,FRM-0007,23.48,B,Packing
LOT-01955,FRM-0028,5.39,C,Storage
LOT-01956,FRM-0001,3.94,B,Intake
LOT-01957,FRM-0006,11.02,C,Packing
LOT-01958,FRM-0073,11.86,B,Storage
LOT-01959,FRM-0061,21.03,C,Quality
LOT-01960,FRM-0098,4.32,C,Storage
LOT-01961,FRM-0098,11.8,B,Quality
LOT-01962,FRM-0094,8.81,C,Storage
LOT-01963,FRM-0050,6.59,B,Packing
LOT-01964,FRM-0070,2.1,C,Storage
LOT-01965,FRM-0095,7.66,A,Quality
LOT-01966,FRM-0091,1.6,C,Packing
LOT-01967,FRM-0072,16.48,C,Intake
LOT-01968,FRM-0025,23.92,C,Intake
LOT-01969,FRM-0073,13.52,B,Intake
LOT-01970,FRM-0016,16.8,C,Quality
LOT-01971,FRM-0003,7.6,A,Quality
LOT-01972,FRM-0091,21.13,C,Storage
LOT-01973,FRM-0011,20.37,C,Packing
LOT-01974,FRM-0052,15.13,B,Intake
LOT-01975,FRM-0044,11.49,B,Intake
LOT-01976,FRM-0068,8.62,B,Intake
LOT-01977,FRM-0015,24.51,C,Quality
LOT-01978,FRM-0037,4.46,B,Intake
LOT-01979,FRM-0020,8.36,B,Quality
LOT-01980,FRM-0008,15.75,B,Quality
LOT-01981,FRM-0004,18.12,B,Storage
LOT-01982,FRM-0013,8.68,B,Packing
LOT-01983,FRM-0034,10.01,A,Intake
LOT-01984,FRM-0026,6.75,C,Quality
LOT-01985,FRM-0064,13.21,C,Storage
LOT-01986,FRM-0015,7.46,B,Storage
LOT-01987,FRM-0071,10.77,B,Intake
LOT-01988,FRM-0053,16.2,A,Packing
LOT-01989,FRM-0071,24.12,C,Intake
LOT-01990,FRM-0032,19.31,C,Quality
LOT-01991,FRM-0039,14.64,B,Intake
LOT-01992,FRM-0082,13.01,A,Packing
LOT-01993,FRM-0070,24.65,A,Storage
LOT-01994,FRM-0072,11.84,A,Storage
LOT-01995,FRM-0080,7.94,A,Intake
LOT-01996,FRM-0008,23.4,B,Packing
LOT-01997,FRM-0077,7.02,C,Storage
LOT-01998,FRM-0045,21.22,A,Packing
LOT-01999,FRM-0006,4.87,C,Intake
LOT-02000,FRM-0039,3.15,C,Intake
LOT-02001,FRM-0018,18.4,B,Storage
LOT-02002,FRM-0027,15.65,B,Packing
LOT-02003,FRM-0082,7.27,C,Storage
LOT-02004,FRM-0035,6.9,B,Packing
LOT-02005,FRM-0027,12.04,C,Packing
LOT-02006,FRM-0003,22.94,A,Intake
LOT-02007,FRM-0078,12.44,A,Quality
LOT-02008,FRM-0053,14.34,C,Storage
LOT-02009,FRM-0098,10.43,A,Intake
LOT-02010,FRM-0069,1.74,C,Storage
LOT-02011,FRM-0087,3.96,B,Packing
LOT-02012,FRM-0050,5.25,C,Intake
LOT-02013,FRM-0016,12.1,A,Storage
LOT-02014,FRM-0002,6.32,A,Packing
LOT-02015,FRM-0088,23.11,B,Quality
LOT-02016,FRM-0012,20.59,C,Packing
LOT-02017,FRM-0092,6.31,B,Packing
LOT-02018,FRM-0005,7.74,C,Quality
LOT-02019,FRM-0001,5.71,C,Storage
LOT-02020,FRM-0015,21.88,C,Storage
LOT-02021,FRM-0022,14.24,C,Quality
LOT-02022,FRM-0009,15.12,C,Intake
LOT-02023,FRM-0017,7.23,C,Quality
LOT-02024,FRM-0067,18.49,B,Quality
LOT-02025,FRM-0087,1.55,C,Packing
LOT-02026,FRM-0088,14.44,B,Intake
LOT-02027,FRM-0055,16.38,C,Intake
LOT-02028,FRM-0042,11.38,B,Packing
LOT-02029,FRM-0016,17.32,B,Storage
LOT-02030,FRM-0047,13.41,A,Quality
LOT-02031,FRM-0007,7.67,B,Storage
LOT-02032,FRM-0041,1.12,A,Packing
LOT-02033,FRM-0011,22.12,A,Quality
LOT-02034,FRM-0089,11.17,A,Quality
LOT-02035,FRM-0026,4.95,B,Intake
LOT-02036,FRM-0081,16.01,A,Storage
LOT-02037,FRM-0056,20.39,C,Packing
LOT-02038,FRM-0033,6.93,B,Quality
LOT-02039,FRM-0044,20.98,B,Quality
LOT-02040,FRM-0010,19.62,C,Storage
LOT-02041,FRM-0098,3.3,B,Intake
LOT-02042,FRM-0011,24.39,A,Storage
LOT-02043,FRM-0041,22.36,C,Intake
LOT-02044,FRM-0017,2.49,B,Intake
LOT-02045,FRM-0039,15.66,B,Intake
LOT-02046,FRM-0014,17.26,C,Intake
LOT-02047,FRM-0038,21.4,B,Intake
LOT-02048,FRM-0080,19.05,A,Intake
LOT-02049,FRM-0059,10.21,B,Intake
LOT-02050,FRM-0044,16.62,C,Intake
LOT-02051,FRM-0059,13.41,C,Quality
LOT-02052,FRM-0014,3.46,C,Intake
LOT-02053,FRM-0076,19.95,A,Quality
LOT-02054,FRM-0082,13.21,B,Storage
LOT-02055,FRM-0062,18.39,B,Quality
LOT-02056,FRM-0032,4.3,A,Intake
LOT-02057,FRM-0017,8.48,B,Packing
LOT-02058,FRM-0040,15.01,C,Quality
LOT-02059,FRM-0019,12.27,C,Packing
LOT-02060,FRM-0038,9.85,A,Quality
LOT-02061,FRM-0008,6.7,C,Intake
LOT-02062,FRM-0055,9.25,A,Quality
LOT-02063,FRM-0009,9.2,C,Storage
LOT-02064,FRM-0089,17.6,B,Packing
LOT-02065,FRM-0075,14.59,B,Packing
LOT-02066,FRM-0054,8.89,A,Storage
LOT-02067,FRM-0006,12.9,A,Quality
LOT-02068,FRM-0089,6.53,C,Quality
LOT-02069,FRM-0031,12.54,B,Storage
LOT-02070,FRM-0027,10.61,A,Packing
LOT-02071,FRM-0002,2.77,A,Intake
LOT-02072,FRM-0019,7.97,A,Packing
LOT-02073,FRM-0006,24.41,A,Quality
LOT-02074,FRM-0037,5.18,B,Quality
LOT-02075,FRM-0044,21.34,A,Quality
LOT-02076,FRM-0026,1.52,B,Intake
LOT-02077,FRM-0003,20.95,A,Storage
LOT-02078,FRM-0084,19.9,A,Packing
LOT-02079,FRM-0027,8.32,A,Packing
LOT-02080,FRM-0048,16.86,C,Storage
LOT-02081,FRM-0092,2.57,A,Quality
LOT-02082,FRM-0025,5.6,B,Packing
LOT-02083,FRM-0041,15.39,C,Quality
LOT-02084,FRM-0006,19.31,C,Quality
LOT-02085,FRM-0069,8.06,A,Packing
LOT-02086,FRM-0032,2.28,B,Quality
LOT-02087,FRM-0066,24.24,B,Quality
LOT-02088,FRM-0094,2.95,B,Intake
LOT-02089,FRM-0022,13.21,C,Packing
LOT-02090,FRM-0064,13.45,A,Packing
LOT-02091,FRM-0092,9.97,C,Storage
LOT-02092,FRM-0092,23.94,B,Packing
LOT-02093,FRM-0075,10.62,C,Intake
LOT-02094,FRM-0027,6.27,A,Storage
LOT-02095,FRM-0031,10.5,B,Storage
LOT-02096,FRM-0049,14.71,B,Packing
LOT-02097,FRM-0071,3.03,A,Packing
LOT-02098,FRM-0057,13.45,A,Intake
LOT-02099,FRM-0060,13.29,B,Storage
LOT-02100,FRM-0058,12.22,B,Packing
LOT-02101,FRM-0064,8.61,B,Intake
LOT-02102,FRM-0023,11.6,B,Intake
LOT-02103,FRM-0046,22.64,B,Intake
LOT-02104,FRM-0036,23.24,A,Intake
LOT-02105,FRM-0010,9.65,C,Quality
LOT-02106,FRM-0043,5.72,B,Packing
LOT-02107,FRM-0039,18.89,C,Packing
LOT-02108,FRM-0025,17.94,A,Packing
LOT-02109,FRM-0002,19.48,B,Packing
LOT-02110,FRM-0052,23.7,C,Intake
LOT-02111,FRM-0061,16.7,A,Storage
LOT-02112,FRM-0030,6.45,C,Quality
LOT-02113,FRM-0061,6.61,C,Storage
LOT-02114,FRM-0093,20.55,B,Intake
LOT-02115,FRM-0041,21.3,B,Storage
LOT-02116,FRM-0027,11.53,C,Intake
LOT-02117,FRM-0048,4.33,A,Packing
LOT-02118,FRM-0095,1.23,C,Packing
LOT-02119,FRM-0044,6.41,B,Storage
LOT-02120,FRM-0098,19.69,C,Packing
LOT-02121,FRM-0042,15.09,C,Intake
LOT-02122,FRM-0018,4.69,B,Storage
LOT-02123,FRM-0049,5.9,B,Intake
LOT-02124,FRM-0069,10.27,B,Intake
LOT-02125,FRM-0043,14.67,B,Packing
LOT-02126,FRM-0012,5.11,C,Quality
LOT-02127,FRM-0005,20.84,C,Storage
LOT-02128,FRM-0004,5.48,A,Storage
LOT-02129,FRM-0037,5.94,B,Intake
LOT-02130,FRM-0059,2.38,C,Intake
LOT-02131,FRM-0022,8.84,B,Storage
LOT-02132,FRM-0021,24.75,A,Storage
LOT-02133,FRM-0062,18.84,B,Quality
LOT-02134,FRM-0017,21.89,B,Storage
LOT-02135,FRM-0091,16.96,A,Packing
LOT-02136,FRM-0076,5.87,C,Storage
LOT-02137,FRM-0036,5.84,A,Storage
LOT-02138,FRM-0009,20.79,C,Quality
LOT-02139,FRM-0068,8.89,C,Storage
LOT-02140,FRM-0059,12.1,A,Intake
LOT-02141,FRM-0037,16.51,B,Packing
LOT-02142,FRM-0090,21.22,B,Storage
LOT-02143,FRM-0079,20.76,A,Storage
LOT-02144,FRM-0032,5.31,C,Storage
LOT-02145,FRM-0059,10.23,C,Quality
LOT-02146,FRM-0090,14.65,B,Intake
LOT-02147,FRM-0031,22.25,A,Packing
LOT-02148,FRM-0081,13.91,C,Intake
LOT-02149,FRM-0090,18.44,A,Storage
LOT-02150,FRM-0053,24.82,C,Intake
LOT-02151,FRM-0048,2.84,A,Packing
LOT-02152,FRM-0053,11.82,B,Quality
LOT-02153,FRM-0065,2.07,A,Intake
LOT-02154,FRM-0082,17.67,C,Storage
LOT-02155,FRM-0049,9.25,B,Quality
LOT-02156,FRM-0051,1.91,B,Intake
LOT-02157,FRM-0091,23.01,B,Storage
LOT-02158,FRM-0063,12.07,A,Quality
LOT-02159,FRM-0092,23.8,A,Storage
LOT-02160,FRM-0036,21.2,A,Intake
LOT-02161,FRM-0078,3.41,B,Intake
LOT-02162,FRM-0069,18.79,A,Intake
LOT-02163,FRM-0086,19.33,C,Packing
LOT-02164,FRM-0020,11.58,A,Quality
LOT-02165,FRM-0092,1.83,C,Quality
LOT-02166,FRM-0057,17.72,C,Intake
LOT-02167,FRM-0050,17.57,B,Intake
LOT-02168,FRM-0077,1.11,B,Quality
LOT-02169,FRM-0032,9.99,A,Quality
LOT-02170,FRM-0012,1.38,A,Intake
LOT-02171,FRM-0044,20.69,C,Intake
LOT-02172,FRM-0029,24.01,A,Quality
LOT-02173,FRM-0093,5.01,B,Intake
LOT-02174,FRM-0042,8.74,C,Quality
LOT-02175,FRM-0080,5.97,C,Storage
LOT-02176,FRM-0055,3.9,A,Intake
LOT-02177,FRM-0046,8.76,A,Storage
LOT-02178,FRM-0084,8.59,B,Quality
LOT-02179,FRM-0059,6.28,C,Packing
LOT-02180,FRM-0084,15.97,A,Intake
LOT-02181,FRM-0028,10.87,C,Storage
LOT-02182,FRM-0014,18.1,C,Quality
LOT-02183,FRM-0033,24.02,C,Packing
LOT-02184,FRM-0081,17.71,C,Quality
LOT-02185,FRM-0043,5.21,C,Packing
LOT-02186,FRM-0086,12.57,B,Intake
LOT-02187,FRM-0078,22.89,B,Storage
LOT-02188,FRM-0066,16.37,A,Intake
LOT-02189,FRM-0030,1.51,A,Packing
LOT-02190,FRM-0031,18.71,A,Intake
LOT-02191,FRM-0008,4.3,B,Packing
LOT-02192,FRM-0026,4.64,A,Intake
LOT-02193,FRM-0031,23.16,C,Storage
LOT-02194,FRM-0095,22.06,A,Packing
LOT-02195,FRM-0041,16.45,A,Storage
LOT-02196,FRM-0083,20.51,A,Quality
LOT-02197,FRM-0094,8.95,A,Quality
LOT-02198,FRM-0070,2.3,C,Quality
LOT-02199,FRM-0088,17.71,A,Storage
LOT-02200,FRM-0067,8.72,B,Intake
LOT-02201,FRM-0009,21.88,A,Quality
LOT-02202,FRM-0007,16.22,A,Quality
LOT-02203,FRM-0017,3.2,C,Quality
LOT-02204,FRM-0031,13.18,B,Storage
LOT-02205,FRM-0040,4.94,A,Quality
LOT-02206,FRM-0055,5.23,A,Packing
LOT-02207,FRM-0037,14.83,C,Quality
LOT-02208,FRM-0035,21.7,B,Intake
LOT-02209,FRM-0047,10.56,A,Storage
LOT-02210,FRM-0057,11.14,C,Storage
LOT-02211,FRM-0098,4.74,B,Intake
LOT-02212,FRM-0098,10.15,A,Packing
LOT-02213,FRM-0077,13.89,C,Quality
LOT-02214,FRM-0033,10.13,B,Storage
LOT-02215,FRM-0037,10.0,C,Storage
LOT-02216,FRM-0010,9.0,C,Storage
LOT-02217,FRM-0026,4.71,A,Intake
LOT-02218,FRM-0002,21.68,C,Packing
LOT-02219,FRM-0063,10.71,B,Storage
LOT-02220,FRM-0096,9.96,B,Packing
LOT-02221,FRM-0083,24.7,A,Storage
LOT-02222,FRM-0005,24.82,A,Storage
LOT-02223,FRM-0073,4.9,B,Packing
LOT-02224,FRM-0099,22.91,C,Packing
LOT-02225,FRM-0066,18.02,C,Packing
LOT-02226,FRM-0090,2.38,B,Storage
LOT-02227,FRM-0095,6.92,B,Intake
LOT-02228,FRM-0047,16.14,C,Intake
LOT-02229,FRM-0090,16.98,A,Packing
LOT-02230,FRM-0078,11.93,C,Quality
LOT-02231,FRM-0033,6.94,C,Quality
LOT-02232,FRM-0002,3.8,A,Storage
LOT-02233,FRM-0051,17.95,A,Quality
LOT-02234,FRM-0055,4.98,B,Packing
LOT-02235,FRM-0089,8.25,C,Storage
LOT-02236,FRM-0076,8.39,B,Intake
LOT-02237,FRM-0014,16.27,B,Quality
LOT-02238,FRM-0035,18.97,C,Storage
LOT-02239,FRM-0090,8.39,A,Storage
LOT-02240,FRM-0001,3.32,C,Storage
LOT-02241,FRM-0068,11.0,B,Storage
LOT-02242,FRM-0022,5.23,A,Quality
LOT-02243,FRM-0026,12.68,C,Intake
LOT-02244,FRM-0058,14.61,A,Quality
LOT-02245,FRM-0026,2.42,A,Quality
LOT-02246,FRM-0034,24.59,B,Storage
LOT-02247,FRM-0081,22.91,A,Quality
LOT-02248,FRM-0011,8.04,B,Intake
LOT-02249,FRM-0036,2.54,A,Quality
LOT-02250,FRM-0062,12.64,A,Intake
LOT-02251,FRM-0008,7.39,A,Intake
LOT-02252,FRM-0013,6.07,A,Storage
LOT-02253,FRM-0078,13.48,B,Storage
LOT-02254,FRM-0061,19.17,C,Storage
LOT-02255,FRM-0044,9.9,B,Packing
LOT-02256,FRM-0031,23.58,C,Storage
LOT-02257,FRM-0049,15.66,B,Packing
LOT-02258,FRM-0013,1.07,C,Storage
LOT-02259,FRM-0093,21.05,A,Intake
LOT-02260,FRM-0078,3.95,C,Packing
LOT-02261,FRM-0090,19.03,A,Packing
LOT-02262,FRM-0058,15.84,C,Storage
LOT-02263,FRM-0066,10.92,A,Intake
LOT-02264,FRM-0082,23.98,B,Intake
LOT-02265,FRM-0082,9.64,A,Packing
LOT-02266,FRM-0087,11.66,C,Storage
LOT-02267,FRM-0052,18.74,A,Packing
LOT-02268,FRM-0055,23.54,B,Intake
LOT-02269,FRM-0094,10.24,C,Quality
LOT-02270,FRM-0092,4.44,C,Intake
LOT-02271,FRM-0017,12.95,A,Packing
LOT-02272,FRM-0087,24.91,B,Quality
LOT-02273,FRM-0058,23.92,B,Quality
LOT-02274,FRM-0032,6.08,C,Intake
LOT-02275,FRM-0014,11.44,C,Intake
LOT-02276,FRM-0021,23.3,B,Storage
LOT-02277,FRM-0099,7.73,C,Packing
LOT-02278,FRM-0086,12.43,C,Intake
LOT-02279,FRM-0086,4.26,C,Storage
LOT-02280,FRM-0012,20.09,B,Quality
LOT-02281,FRM-0074,19.39,C,Intake
LOT-02282,FRM-0083,9.24,C,Storage
LOT-02283,FRM-0084,16.41,C,Storage
LOT-02284,FRM-0030,6.37,A,Packing
LOT-02285,FRM-0012,3.67,B,Quality
LOT-02286,FRM-0096,23.61,C,Packing
LOT-02287,FRM-0017,21.48,B,Intake
LOT-02288,FRM-0040,2.49,C,Quality
LOT-02289,FRM-0050,24.52,B,Packing
LOT-02290,FRM-0087,23.41,A,Quality
LOT-02291,FRM-0014,10.49,C,Storage
LOT-02292,FRM-0041,4.47,B,Quality
LOT-02293,FRM-0064,17.32,A,Packing
LOT-02294,FRM-0019,18.93,C,Intake
LOT-02295,FRM-0077,8.68,C,Intake
LOT-02296,FRM-0036,24.92,C,Storage
LOT-02297,FRM-0081,20.89,B,Packing
LOT-02298,FRM-0091,24.2,A,Packing
LOT-02299,FRM-0020,20.87,A,Quality
LOT-02300,FRM-0090,18.66,A,Storage
LOT-02301,FRM-0094,10.4,C,Quality
LOT-02302,FRM-0003,14.15,B,Storage
LOT-02303,FRM-0087,12.36,B,Storage
LOT-02304,FRM-0051,2.72,C,Packing
LOT-02305,FRM-0037,17.71,A,Storage
LOT-02306,FRM-0013,4.14,C,Intake
LOT-02307,FRM-0091,8.3,C,Quality
LOT-02308,FRM-0074,4.3,C,Storage
LOT-02309,FRM-0038,22.53,A,Quality
LOT-02310,FRM-0096,5.7,C,Intake
LOT-02311,FRM-0047,18.42,C,Intake
LOT-02312,FRM-0087,19.85,A,Storage
LOT-02313,FRM-0055,17.31,A,Intake
LOT-02314,FRM-0013,9.53,B,Quality
LOT-02315,FRM-0007,3.82,C,Packing
LOT-02316,FRM-0076,11.41,A,Storage
LOT-02317,FRM-0032,1.82,A,Storage
LOT-02318,FRM-0063,8.26,C,Quality
LOT-02319,FRM-0084,18.88,C,Intake
LOT-02320,FRM-0100,12.13,C,Storage
LOT-02321,FRM-0036,16.18,B,Packing
LOT-02322,FRM-0002,3.88,A,Intake
LOT-02323,FRM-0063,16.39,C,Quality
LOT-02324,FRM-0003,15.08,C,Storage
LOT-02325,FRM-0036,17.65,A,Quality
LOT-02326,FRM-0050,12.62,C,Storage
LOT-02327,FRM-0039,14.71,A,Packing
