id,lot_id,warehouse_id,quantity_tons,status
INV-01677,LOT-01677,WH-008,5.41,Available
INV-01678,LOT-01678,WH-003,19.13,Available
INV-01679,LOT-01679,WH-006,7.8,Available
INV-01680,LOT-01680,WH-003,4.85,Available
INV-01681,LOT-01681,WH-007,3.07,Available
INV-01682,LOT-01682,WH-009,18.62,Available
INV-01683,LOT-01683,WH-008,1.2,Available
INV-01684,LOT-01684,WH-003,13.88,Available
INV-01685,LOT-01685,WH-002,12.46,Available
INV-01686,LOT-01686,WH-001,8.22,Available
INV-01687,LOT-01687,WH-004,15.26,Available
INV-01688,LOT-01688,WH-004,16.68,Available
INV-01689,LOT-01689,WH-006,3.51,Available
INV-01690,LOT-01690,WH-008,11.38,Available
INV-01691,LOT-01691,WH-006,8.14,Available
INV-01692,LOT-01692,WH-004,5.15,Available
INV-01693,LOT-01693,WH-002,17.94,Available
INV-01694,LOT-01694,WH-009,6.64,Available
INV-01695,LOT-01695,WH-005,12.26,Available
INV-01696,LOT-01696,WH-003,17.43,Available
INV-01697,LOT-01697,WH-006,1.91,Available
INV-01698,LOT-01698,WH-007,6.59,Available
INV-01699,LOT-01699,WH-001,19.49,Available
INV-01700,LOT-01700,WH-002,9.19,Available
INV-01701,LOT-01701,WH-005,19.9,Available
INV-01702,LOT-01702,WH-004,9.58,Available
INV-01703,LOT-01703,WH-005,16.81,Available
INV-01704,LOT-01704,WH-007,9.94,Available
INV-01705,LOT-01705,WH-002,18.63,Available
INV-01706,LOT-01706,WH-008,15.08,Available
INV-01707,LOT-01707,WH-008,13.68,Available
INV-01708,LOT-01708,WH-003,18.39,Available
INV-01709,LOT-01709,WH-002,1.27,Available
INV-01710,LOT-01710,WH-003,13.14,Available
INV-01711,LOT-01711,WH-008,17.99,Available
INV-01712,LOT-01712,WH-010,11.19,Available
INV-01713,LOT-01713,WH-003,2.94,Available
INV-01714,LOT-01714,WH-004,5.96,Available
INV-01715,LOT-01715,WH-007,4.26,Available
INV-01716,LOT-01716,WH-009,7.46,Available
INV-01717,LOT-01717,WH-008,15.9,Available
INV-01718,LOT-01718,WH-010,9.32,Available
INV-01719,LOT-01719,WH-007,17.47,Available
INV-01720,LOT-01720,WH-004,17.62,Available
INV-01721,LOT-01721,WH-009,5.62,Available
INV-01722,LOT-01722,WH-002,17.11,Available
INV-01723,LOT-01723,WH-003,11.33,Available
INV-01724,LOT-01724,WH-006,8.76,Available
INV-01725,LOT-01725,WH-006,5.35,Available
INV-01726,LOT-01726,WH-008,19.24,Available
INV-01727,LOT-01727,WH-001,10.36,Available
INV-01728,LOT-01728,WH-010,11.35,Available
INV-01729,LOT-01729,WH-007,8.65,Available
INV-01730,LOT-01730,WH-002,9.62,Available
INV-01731,LOT-01731,WH-001,8.65,Available
INV-01732,LOT-01732,WH-008,5.48,Available
INV-01733,LOT-01733,WH-007,10.85,Available
INV-01734,LOT-01734,WH-003,17.34,Available
INV-01735,LOT-01735,WH-001,7.94,Available
INV-01736,LOT-01736,WH-001,8.15,Available
INV-01737,LOT-01737,WH-003,2.6,Available
INV-01738,LOT-01738,WH-003,4.43,Available
INV-01739,LOT-01739,WH-006,7.23,Available
INV-01740,LOT-01740,WH-003,2.64,Available
INV-01741,LOT-01741,WH-007,13.9,Available
INV-01742,LOT-01742,WH-006,1.28,Available
INV-01743,LOT-01743,WH-006,11.24,Available
INV-01744,LOT-01744,WH-008,18.8,Available
INV-01745,LOT-01745,WH-005,8.69,Available
INV-01746,LOT-01746,WH-003,14.92,Available
INV-01747,LOT-01747,WH-009,13.37,Available
INV-01748,LOT-01748,WH-003,2.38,Available
INV-01749,LOT-01749,WH-010,3.64,Available
INV-01750,LOT-01750,WH-010,8.56,Available
INV-01751,LOT-01751,WH-008,15.34,Available
INV-01752,LOT-01752,WH-001,11.59,Available
INV-01753,LOT-01753,WH-009,15.68,Available
INV-01754,LOT-01754,WH-005,5.47,Available
INV-01755,LOT-01755,WH-010,12.57,Available
INV-01756,LOT-01756,WH-005,15.88,Available
INV-01757,LOT-01757,WH-001,19.11,Available
INV-01758,LOT-01758,WH-003,17.95,Available
INV-01759,LOT-01759,WH-001,17.17,Available
INV-01760,LOT-01760,WH-001,19.08,Available
INV-01761,LOT-01761,WH-004,13.58,Available
INV-01762,LOT-01762,WH-009,9.23,Available
INV-01763,LOT-01763,WH-010,14.62,Available
INV-01764,LOT-01764,WH-005,10.64,Available
INV-01765,LOT-01765,WH-005,13.32,Available
INV-01766,LOT-01766,WH-005,17.77,Available
INV-01767,LOT-01767,WH-006,17.08,Available
INV-01768,LOT-01768,WH-010,10.73,Available
INV-01769,LOT-01769,WH-002,13.3,Available
INV-01770,LOT-01770,WH-005,7.59,Available
INV-01771,LOT-01771,WH-009,10.64,Available
INV-01772,LOT-01772,WH-001,14.21,Available
INV-01773,LOT-01773,WH-008,2.74,Available
INV-01774,LOT-01774,WH-003,5.47,Available
INV-01775,LOT-01775,WH-009,8.63,Available
INV-01776,LOT-01776,WH-007,10.07,Available
INV-01777,LOT-01777,WH-009,15.61,Available
INV-01778,LOT-01778,WH-003,1.5,Available
INV-01779,LOT-01779,WH-010,9.59,Available
INV-01780,LOT-01780,WH-007,15.82,Available
INV-01781,LOT-01781,WH-010,2.21,Available
INV-01782,LOT-01782,WH-008,10.4,Available
INV-01783,LOT-01783,WH-009,10.36,Available
INV-01784,LOT-01784,WH-009,3.85,Available
INV-01785,LOT-01785,WH-010,11.92,Available
INV-01786,LOT-01786,WH-007,10.61,Available
INV-01787,LOT-01787,WH-003,16.9,Available
INV-01788,LOT-01788,WH-003,7.08,Available
INV-01789,LOT-01789,WH-010,4.73,Available
INV-01790,LOT-01790,WH-001,16.02,Available
INV-01791,LOT-01791,WH-009,7.05,Available
INV-01792,LOT-01792,WH-009,1.01,Available
INV-01793,LOT-01793,WH-003,13.96,Available
INV-01794,LOT-01794,WH-004,8.0,Available
INV-01795,LOT-01795,WH-005,17.78,Available
INV-01796,LOT-01796,WH-006,15.36,Available
INV-01797,LOT-01797,WH-007,8.24,Available
INV-01798,LOT-01798,WH-010,7.31,Available
INV-01799,LOT-01799,WH-008,11.81,Available
INV-01800,LOT-01800,WH-001,13.79,Available
INV-01801,LOT-01801,WH-003,6.31,Available
INV-01802,LOT-01802,WH-009,4.34,Available
INV-01803,LOT-01803,WH-006,17.2,Available
INV-01804,LOT-01804,WH-005,5.77,Available
INV-01805,LOT-01805,WH-009,8.47,Available
INV-01806,LOT-01806,WH-010,8.49,Available
INV-01807,LOT-01807,WH-003,7.71,Available
INV-01808,LOT-01808,WH-010,6.59,Available
INV-01809,LOT-01809,WH-004,13.05,Available
INV-01810,LOT-01810,WH-003,13.99,Available
INV-01811,LOT-01811,WH-010,17.09,Available
INV-01812,LOT-01812,WH-007,16.78,Available
INV-01813,LOT-01813,WH-004,17.46,Available
INV-01814,LOT-01814,WH-004,11.38,Available
INV-01815,LOT-01815,WH-010,18.76,Available
INV-01816,LOT-01816,WH-006,8.69,Available
INV-01817,LOT-01817,WH-005,2.51,Available
INV-01818,LOT-01818,WH-006,4.55,Available
INV-01819,LOT-01819,WH-006,14.73,Available
INV-01820,LOT-01820,WH-008,4.38,Available
INV-01821,LOT-01821,WH-006,8.39,Available
INV-01822,LOT-01822,WH-010,4.27,Available
INV-01823,LOT-01823,WH-010,5.21,Available
INV-01824,LOT-01824,WH-004,7.52,Available
INV-01825,LOT-01825,WH-010,15.85,Available
INV-01826,LOT-01826,WH-006,2.94,Available
INV-01827,LOT-01827,WH-009,3.02,Available
INV-01828,LOT-01828,WH-007,8.02,Available
INV-01829,LOT-01829,WH-001,19.08,Available
INV-01830,LOT-01830,WH-008,10.86,Available
INV-01831,LOT-01831,WH-007,19.04,Available
INV-01832,LOT-01832,WH-009,7.16,Available
INV-01833,LOT-01833,WH-010,7.09,Available
INV-01834,LOT-01834,WH-008,15.69,Available
INV-01835,LOT-01835,WH-005,16.67,Available
INV-01836,LOT-01836,WH-004,1.14,Available
INV-01837,LOT-01837,WH-005,12.93,Available
INV-01838,LOT-01838,WH-002,17.68,Available
INV-01839,LOT-01839,WH-009,16.66,Available
INV-01840,LOT-01840,WH-002,18.6,Available
INV-01841,LOT-01841,WH-002,18.36,Available
INV-01842,LOT-01842,WH-010,10.2,Available
INV-01843,LOT-01843,WH-001,4.78,Available
INV-01844,LOT-01844,WH-006,12.06,Available
INV-01845,LOT-01845,WH-005,16.08,Available
INV-01846,LOT-01846,WH-002,16.93,Available
INV-01847,LOT-01847,WH-004,8.5,Available
INV-01848,LOT-01848,WH-002,7.18,Available
INV-01849,LOT-01849,WH-008,3.04,Available
INV-01850,LOT-01850,WH-006,4.84,Available
INV-01851,LOT-01851,WH-004,14.85,Available
INV-01852,LOT-01852,WH-006,12.77,Available
INV-01853,LOT-01853,WH-004,16.53,Available
INV-01854,LOT-01854,WH-008,14.83,Available
INV-01855,LOT-01855,WH-009,2.85,Available
INV-01856,LOT-01856,WH-007,9.5,Available
INV-01857,LOT-01857,WH-006,1.87,Available
INV-01858,LOT-01858,WH-010,6.05,Available
INV-01859,LOT-01859,WH-003,14.25,Available
INV-01860,LOT-01860,WH-002,6.39,Available
INV-01861,LOT-01861,WH-002,1.67,Available
INV-01862,LOT-01862,WH-006,4.37,Available
INV-01863,LOT-01863,WH-007,12.7,Available
INV-01864,LOT-01864,WH-002,14.23,Available
INV-01865,LOT-01865,WH-009,9.98,Available
INV-01866,LOT-01866,WH-001,12.5,Available
INV-01867,LOT-01867,WH-003,15.4,Available
INV-01868,LOT-01868,WH-001,6.16,Available
INV-01869,LOT-01869,WH-003,5.47,Available
INV-01870,LOT-01870,WH-009,11.01,Available
INV-01871,LOT-01871,WH-006,8.64,Available
INV-01872,LOT-01872,WH-003,18.77,Available
INV-01873,LOT-01873,WH-009,16.37,Available
INV-01874,LOT-01874,WH-007,8.91,Available
INV-01875,LOT-01875,WH-006,17.42,Available
INV-01876,LOT-01876,WH-010,10.62,Available
INV-01877,LOT-01877,WH-008,11.24,Available
INV-01878,LOT-01878,WH-005,6.67,Available
INV-01879,LOT-01879,WH-003,3.63,Available
INV-01880,LOT-01880,WH-006,10.69,Available
INV-01881,LOT-01881,WH-005,11.29,Available
INV-01882,LOT-01882,WH-006,14.92,Available
INV-01883,LOT-01883,WH-007,19.33,Available
INV-01884,LOT-01884,WH-006,15.96,Available
INV-01885,LOT-01885,WH-010,6.47,Available
INV-01886,LOT-01886,WH-009,3.45,Available
INV-01887,LOT-01887,WH-010,18.3,Available
INV-01888,LOT-01888,WH-002,16.44,Available
INV-01889,LOT-01889,WH-007,19.72,Available
INV-01890,LOT-01890,WH-001,3.59,Available
INV-01891,LOT-01891,WH-001,17.77,Available
INV-01892,LOT-01892,WH-001,3.96,Available
INV-01893,LOT-01893,WH-005,8.08,Available
INV-01894,LOT-01894,WH-004,12.14,Available
INV-01895,LOT-01895,WH-004,2.38,Available
INV-01896,LOT-01896,WH-004,3.49,Available
INV-01897,LOT-01897,WH-002,16.19,Available
INV-01898,LOT-01898,WH-006,2.32,Available
INV-01899,LOT-01899,WH-001,7.16,Available
INV-01900,LOT-01900,WH-008,1.64,Available
INV-01901,LOT-01901,WH-004,13.03,Available
INV-01902,LOT-01902,WH-007,11.56,Available
INV-01903,LOT-01903,WH-003,13.96,Available
INV-01904,LOT-01904,WH-005,6.76,Available
INV-01905,LOT-01905,WH-009,10.97,Available
INV-01906,LOT-01906,WH-007,8.33,Available
INV-01907,LOT-01907,WH-010,19.91,Available
INV-01908,LOT-01908,WH-008,3.74,Available
INV-01909,LOT-01909,WH-004,9.04,Available
INV-01910,LOT-01910,WH-008,14.67,Available
INV-01911,LOT-01911,WH-005,13.22,Available
INV-01912,LOT-01912,WH-003,15.19,Available
INV-01913,LOT-01913,WH-003,7.96,Available
INV-01914,LOT-01914,WH-009,19.71,Available
INV-01915,LOT-01915,WH-003,18.47,Available
INV-01916,LOT-01916,WH-005,4.97,Available
INV-01917,LOT-01917,WH-002,10.99,Available
INV-01918,LOT-01918,WH-003,14.44,Available
INV-01919,LOT-01919,WH-002,15.0,Available
INV-01920,LOT-01920,WH-004,16.89,Available
INV-01921,LOT-01921,WH-003,4.8,Available
INV-01922,LOT-01922,WH-003,17.69,Available
INV-01923,LOT-01923,WH-001,12.91,Available
INV-01924,LOT-01924,WH-010,2.76,Available
INV-01925,LOT-01925,WH-007,15.03,Available
INV-01926,LOT-01926,WH-002,10.87,Available
INV-01927,LOT-01927,WH-007,5.99,Available
INV-01928,LOT-01928,WH-003,4.88,Available
INV-01929,LOT-01929,WH-009,9.8,Available
INV-01930,LOT-01930,WH-001,11.12,Available
INV-01931,LOT-01931,WH-008,8.68,Available
INV-01932,LOT-01932,WH-002,13.64,Available
INV-01933,LOT-01933,WH-003,15.95,Available
INV-01934,LOT-01934,WH-006,10.12,Available
INV-01935,LOT-01935,WH-006,5.95,Available
INV-01936,LOT-01936,WH-006,11.68,Available
INV-01937,LOT-01937,WH-005,10.19,Available
INV-01938,LOT-01938,WH-007,3.94,Available
INV-01939,LOT-01939,WH-010,18.9,Available
INV-01940,LOT-01940,WH-006,3.71,Available
INV-01941,LOT-01941,WH-002,10.71,Available
INV-01942,LOT-01942,WH-008,8.27,Available
INV-01943,LOT-01943,WH-009,5.58,Available
INV-01944,LOT-01944,WH-002,8.46,Available
INV-01945,LOT-01945,WH-009,17.51,Available
INV-01946,LOT-01946,WH-008,19.25,Available
INV-01947,LOT-01947,WH-008,4.34,Available
INV-01948,LOT-01948,WH-008,14.06,Available
INV-01949,LOT-01949,WH-004,9.42,Available
INV-01950,LOT-01950,WH-004,18.59,Available
INV-01951,LOT-01951,WH-010,19.37,Available
INV-01952,LOT-01952,WH-001,7.19,Available
INV-01953,LOT-01953,WH-003,3.95,Available
INV-01954,LOT-01954,WH-010,18.28,Available
INV-01955,LOT-01955,WH-004,15.08,Available
INV-01956,LOT-01956,WH-003,19.15,Available
INV-01957,LOT-01957,WH-007,16.19,Available
INV-01958,LOT-01958,WH-010,2.43,Available
INV-01959,LOT-01959,WH-005,5.49,Available
INV-01960,LOT-01960,WH-009,3.73,Available
INV-01961,LOT-01961,WH-003,7.18,Available
INV-01962,LOT-01962,WH-006,14.35,Available
INV-01963,LOT-01963,WH-004,16.0,Available
INV-01964,LOT-01964,WH-009,4.86,Available
INV-01965,LOT-01965,WH-009,18.85,Available
INV-01966,LOT-01966,WH-005,8.94,Available
INV-01967,LOT-01967,WH-008,14.77,Available
INV-01968,LOT-01968,WH-008,15.01,Available
INV-01969,LOT-01969,WH-008,5.16,Available
INV-01970,LOT-01970,WH-007,6.51,Available
INV-01971,LOT-01971,WH-001,11.85,Available
INV-01972,LOT-01972,WH-005,17.44,Available
INV-01973,LOT-01973,WH-010,16.4,Available
INV-01974,LOT-01974,WH-008,12.61,Available
INV-01975,LOT-01975,WH-002,4.43,Available
INV-01976,LOT-01976,WH-008,12.47,Available
INV-01977,LOT-01977,WH-010,9.34,Available
INV-01978,LOT-01978,WH-003,11.85,Available
INV-01979,LOT-01979,WH-008,2.33,Available
INV-01980,LOT-01980,WH-001,7.29,Available
INV-01981,LOT-01981,WH-010,9.9,Available
INV-01982,LOT-01982,WH-009,18.3,Available
INV-01983,LOT-01983,WH-002,5.07,Available
INV-01984,LOT-01984,WH-006,3.63,Available
INV-01985,LOT-01985,WH-009,18.97,Available
INV-01986,LOT-01986,WH-009,5.62,Available
INV-01987,LOT-01987,WH-003,1.53,Available
INV-01988,LOT-01988,WH-002,3.56,Available
INV-01989,LOT-01989,WH-006,8.55,Available
INV-01990,LOT-01990,WH-001,11.41,Available
INV-01991,LOT-01991,WH-003,1.72,Available
INV-01992,LOT-01992,WH-001,6.04,Available
INV-01993,LOT-01993,WH-009,10.29,Available
INV-01994,LOT-01994,WH-008,10.85,Available
INV-01995,LOT-01995,WH-009,17.41,Available
INV-01996,LOT-01996,WH-008,7.64,Available
INV-01997,LOT-01997,WH-004,14.17,Available
INV-01998,LOT-01998,WH-006,13.68,Available
INV-01999,LOT-01999,WH-006,4.51,Available
INV-02000,LOT-02000,WH-009,8.49,Available
INV-02001,LOT-02001,WH-001,16.18,Available
INV-02002,LOT-02002,WH-001,4.84,Available
INV-02003,LOT-02003,WH-005,19.58,Available
INV-02004,LOT-02004,WH-004,18.53,Available
INV-02005,LOT-02005,WH-002,16.48,Available
INV-02006,LOT-02006,WH-010,7.09,Available
INV-02007,LOT-02007,WH-008,2.26,Available
INV-02008,LOT-02008,WH-003,19.13,Available
INV-02009,LOT-02009,WH-010,18.07,Available
INV-02010,LOT-02010,WH-002,1.43,Available
INV-02011,LOT-02011,WH-003,13.22,Available
INV-02012,LOT-02012,WH-003,15.81,Available
INV-02013,LOT-02013,WH-010,15.24,Available
INV-02014,LOT-02014,WH-001,2.76,Available
INV-02015,LOT-02015,WH-004,10.08,Available
INV-02016,LOT-02016,WH-009,4.66,Available
INV-02017,LOT-02017,WH-010,16.64,Available
INV-02018,LOT-02018,WH-001,11.95,Available
INV-02019,LOT-02019,WH-008,2.57,Available
INV-02020,LOT-02020,WH-010,10.5,Available
INV-02021,LOT-02021,WH-010,19.38,Available
INV-02022,LOT-02022,WH-003,8.56,Available
INV-02023,LOT-02023,WH-003,14.9,Available
INV-02024,LOT-02024,WH-002,4.94,Available
INV-02025,LOT-02025,WH-002,17.47,Available
INV-02026,LOT-02026,WH-008,8.79,Available
INV-02027,LOT-02027,WH-003,2.02,Available
INV-02028,LOT-02028,WH-010,15.66,Available
INV-02029,LOT-02029,WH-002,3.2,Available
INV-02030,LOT-02030,WH-007,8.65,Available
INV-02031,LOT-02031,WH-003,18.35,Available
INV-02032,LOT-02032,WH-001,3.3,Available
INV-02033,LOT-02033,WH-001,9.48,Available
INV-02034,LOT-02034,WH-006,13.57,Available
INV-02035,LOT-02035,WH-009,15.44,Available
INV-02036,LOT-02036,WH-004,4.76,Available
INV-02037,LOT-02037,WH-010,15.19,Available
INV-02038,LOT-02038,WH-004,1.7,Available
INV-02039,LOT-02039,WH-010,4.66,Available
INV-02040,LOT-02040,WH-007,7.41,Available
INV-02041,LOT-02041,WH-009,1.25,Available
INV-02042,LOT-02042,WH-003,9.65,Available
INV-02043,LOT-02043,WH-005,15.76,Available
INV-02044,LOT-02044,WH-002,3.84,Available
INV-02045,LOT-02045,WH-005,4.35,Available
INV-02046,LOT-02046,WH-002,6.4,Available
INV-02047,LOT-02047,WH-009,13.98,Available
INV-02048,LOT-02048,WH-009,3.67,Available
INV-02049,LOT-02049,WH-006,17.34,Available
INV-02050,LOT-02050,WH-010,13.63,Available
INV-02051,LOT-02051,WH-003,3.85,Available
INV-02052,LOT-02052,WH-005,8.14,Available
INV-02053,LOT-02053,WH-001,16.96,Available
INV-02054,LOT-02054,WH-010,4.68,Available
INV-02055,LOT-02055,WH-006,19.9,Available
INV-02056,LOT-02056,WH-006,14.71,Available
INV-02057,LOT-02057,WH-002,16.4,Available
INV-02058,LOT-02058,WH-001,16.3,Available
INV-02059,LOT-02059,WH-004,14.6,Available
INV-02060,LOT-02060,WH-010,12.33,Available
INV-02061,LOT-02061,WH-003,15.81,Available
INV-02062,LOT-02062,WH-010,10.43,Available
INV-02063,LOT-02063,WH-001,15.75,Available
INV-02064,LOT-02064,WH-004,19.41,Available
INV-02065,LOT-02065,WH-002,3.7,Available
INV-02066,LOT-02066,WH-004,9.05,Available
INV-02067,LOT-02067,WH-006,11.44,Available
INV-02068,LOT-02068,WH-009,7.97,Available
INV-02069,LOT-02069,WH-005,15.49,Available
INV-02070,LOT-02070,WH-003,5.03,Available
INV-02071,LOT-02071,WH-001,5.93,Available
INV-02072,LOT-02072,WH-002,17.87,Available
INV-02073,LOT-02073,WH-003,1.49,Available
INV-02074,LOT-02074,WH-008,18.67,Available
INV-02075,LOT-02075,WH-007,3.34,Available
INV-02076,LOT-02076,WH-010,4.08,Available
INV-02077,LOT-02077,WH-004,11.59,Available
INV-02078,LOT-02078,WH-005,2.15,Available
INV-02079,LOT-02079,WH-010,12.77,Available
INV-02080,LOT-02080,WH-008,14.66,Available
INV-02081,LOT-02081,WH-002,9.19,Available
INV-02082,LOT-02082,WH-010,1.43,Available
INV-02083,LOT-02083,WH-004,3.47,Available
INV-02084,LOT-02084,WH-005,11.09,Available
INV-02085,LOT-02085,WH-002,7.51,Available
INV-02086,LOT-02086,WH-005,19.11,Available
INV-02087,LOT-02087,WH-003,16.73,Available
INV-02088,LOT-02088,WH-001,5.21,Available
INV-02089,LOT-02089,WH-005,1.62,Available
INV-02090,LOT-02090,WH-001,3.37,Available
INV-02091,LOT-02091,WH-010,7.9,Available
INV-02092,LOT-02092,WH-007,19.18,Available
INV-02093,LOT-02093,WH-010,18.37,Available
INV-02094,LOT-02094,WH-008,8.0,Available
INV-02095,LOT-02095,WH-005,12.84,Available
INV-02096,LOT-02096,WH-006,9.41,Available
INV-02097,LOT-02097,WH-006,8.07,Available
INV-02098,LOT-02098,WH-007,17.03,Available
INV-02099,LOT-02099,WH-004,5.77,Available
INV-02100,LOT-02100,WH-002,3.6,Available
INV-02101,LOT-02101,WH-005,9.77,Available
INV-02102,LOT-02102,WH-001,3.1,Available
INV-02103,LOT-02103,WH-009,2.13,Available
INV-02104,LOT-02104,WH-002,16.15,Available
INV-02105,LOT-02105,WH-009,3.33,Available
INV-02106,LOT-02106,WH-004,1.51,Available
INV-02107,LOT-02107,WH-007,11.52,Available
INV-02108,LOT-02108,WH-002,9.54,Available
INV-02109,LOT-02109,WH-005,15.51,Available
INV-02110,LOT-02110,WH-002,10.29,Available
INV-02111,LOT-02111,WH-007,10.81,Available
INV-02112,LOT-02112,WH-009,1.25,Available
INV-02113,LOT-02113,WH-002,16.43,Available
INV-02114,LOT-02114,WH-006,9.51,Available
INV-02115,LOT-02115,WH-003,12.26,Available
INV-02116,LOT-02116,WH-002,19.51,Available
INV-02117,LOT-02117,WH-001,9.81,Available
INV-02118,LOT-02118,WH-004,10.66,Available
INV-02119,LOT-02119,WH-007,9.61,Available
INV-02120,LOT-02120,WH-004,2.02,Available
INV-02121,LOT-02121,WH-004,7.31,Available
INV-02122,LOT-02122,WH-001,16.45,Available
INV-02123,LOT-02123,WH-005,7.86,Available
INV-02124,LOT-02124,WH-009,19.12,Available
INV-02125,LOT-02125,WH-008,6.7,Available
INV-02126,LOT-02126,WH-007,4.32,Available
INV-02127,LOT-02127,WH-004,1.47,Available
INV-02128,LOT-02128,WH-010,9.27,Available
INV-02129,LOT-02129,WH-006,11.1,Available
INV-02130,LOT-02130,WH-009,13.85,Available
INV-02131,LOT-02131,WH-008,9.09,Available
INV-02132,LOT-02132,WH-007,12.33,Available
INV-02133,LOT-02133,WH-008,1.56,Available
INV-02134,LOT-02134,WH-002,11.66,Available
INV-02135,LOT-02135,WH-006,4.78,Available
INV-02136,LOT-02136,WH-004,12.53,Available
INV-02137,LOT-02137,WH-003,16.63,Available
INV-02138,LOT-02138,WH-008,18.52,Available
INV-02139,LOT-02139,WH-007,17.9,Available
INV-02140,LOT-02140,WH-007,16.64,Available
INV-02141,LOT-02141,WH-002,7.71,Available
INV-02142,LOT-02142,WH-002,10.97,Available
INV-02143,LOT-02143,WH-003,14.29,Available
INV-02144,LOT-02144,WH-008,1.36,Available
INV-02145,LOT-02145,WH-001,19.62,Available
INV-02146,LOT-02146,WH-007,8.88,Available
INV-02147,LOT-02147,WH-002,6.9,Available
INV-02148,LOT-02148,WH-006,12.91,Available
INV-02149,LOT-02149,WH-001,15.35,Available
INV-02150,LOT-02150,WH-002,1.96,Available
INV-02151,LOT-02151,WH-010,10.23,Available
INV-02152,LOT-02152,WH-008,3.36,Available
INV-02153,LOT-02153,WH-005,1.71,Available
INV-02154,LOT-02154,WH-005,12.13,Available
INV-02155,LOT-02155,WH-009,15.6,Available
INV-02156,LOT-02156,WH-009,2.29,Available
INV-02157,LOT-02157,WH-010,15.39,Available
INV-02158,LOT-02158,WH-005,11.91,Available
INV-02159,LOT-02159,WH-006,5.74,Available
INV-02160,LOT-02160,WH-002,7.02,Available
INV-02161,LOT-02161,WH-003,1.8,Available
INV-02162,LOT-02162,WH-010,12.57,Available
INV-02163,LOT-02163,WH-001,16.35,Available
INV-02164,LOT-02164,WH-005,13.29,Available
INV-02165,LOT-02165,WH-010,16.61,Available
INV-02166,LOT-02166,WH-007,15.88,Available
INV-02167,LOT-02167,WH-009,19.8,Available
INV-02168,LOT-02168,WH-004,13.31,Available
INV-02169,LOT-02169,WH-004,9.8,Available
INV-02170,LOT-02170,WH-008,14.02,Available
INV-02171,LOT-02171,WH-007,8.26,Available
INV-02172,LOT-02172,WH-009,15.25,Available
INV-02173,LOT-02173,WH-002,8.81,Available
INV-02174,LOT-02174,WH-007,19.15,Available
INV-02175,LOT-02175,WH-003,5.11,Available
INV-02176,LOT-02176,WH-005,19.1,Available
INV-02177,LOT-02177,WH-008,10.12,Available
INV-02178,LOT-02178,WH-005,5.72,Available
INV-02179,LOT-02179,WH-003,15.48,Available
INV-02180,LOT-02180,WH-007,4.48,Available
INV-02181,LOT-02181,WH-009,13.72,Available
INV-02182,LOT-02182,WH-010,6.49,Available
INV-02183,LOT-02183,WH-010,18.33,Available
INV-02184,LOT-02184,WH-010,9.48,Available
INV-02185,LOT-02185,WH-001,2.27,Available
INV-02186,LOT-02186,WH-005,4.14,Available
INV-02187,LOT-02187,WH-007,17.11,Available
INV-02188,LOT-02188,WH-003,1.5,Available
INV-02189,LOT-02189,WH-008,1.97,Available
INV-02190,LOT-02190,WH-008,16.58,Available
INV-02191,LOT-02191,WH-009,17.04,Available
INV-02192,LOT-02192,WH-002,2.69,Available
INV-02193,LOT-02193,WH-001,16.98,Available
INV-02194,LOT-02194,WH-001,12.99,Available
INV-02195,LOT-02195,WH-005,2.81,Available
INV-02196,LOT-02196,WH-009,18.93,Available
INV-02197,LOT-02197,WH-002,5.47,Available
INV-02198,LOT-02198,WH-010,11.86,Available
INV-02199,LOT-02199,WH-010,10.58,Available
INV-02200,LOT-02200,WH-010,9.52,Available
INV-02201,LOT-02201,WH-003,18.05,Available
INV-02202,LOT-02202,WH-002,19.54,Available
INV-02203,LOT-02203,WH-001,14.89,Available
INV-02204,LOT-02204,WH-009,10.57,Available
INV-02205,LOT-02205,WH-010,19.33,Available
INV-02206,LOT-02206,WH-009,1.58,Available
INV-02207,LOT-02207,WH-002,19.44,Available
INV-02208,LOT-02208,WH-007,17.99,Available
INV-02209,LOT-02209,WH-005,11.17,Available
INV-02210,LOT-02210,WH-003,15.4,Available
INV-02211,LOT-02211,WH-008,18.99,Available
INV-02212,LOT-02212,WH-006,10.92,Available
INV-02213,LOT-02213,WH-004,11.85,Available
INV-02214,LOT-02214,WH-008,19.48,Available
INV-02215,LOT-02215,WH-006,9.32,Available
INV-02216,LOT-02216,WH-001,11.24,Available
INV-02217,LOT-02217,WH-001,16.43,Available
INV-02218,LOT-02218,WH-005,11.26,Available
INV-02219,LOT-02219,WH-007,10.01,Available
INV-02220,LOT-02220,WH-008,13.67,Available
INV-02221,LOT-02221,WH-003,17.0,Available
INV-02222,LOT-02222,WH-007,11.71,Available
INV-02223,LOT-02223,WH-005,12.32,Available
INV-02224,LOT-02224,WH-002,15.53,Available
INV-02225,LOT-02225,WH-002,18.75,Available
INV-02226,LOT-02226,WH-009,17.93,Available
INV-02227,LOT-02227,WH-010,6.14,Available
INV-02228,LOT-02228,WH-003,12.4,Available
INV-02229,LOT-02229,WH-007,11.63,Available
INV-02230,LOT-02230,WH-009,3.86,Available
INV-02231,LOT-02231,WH-007,11.99,Available
INV-02232,LOT-02232,WH-008,13.63,Available
INV-02233,LOT-02233,WH-001,6.08,Available
INV-02234,LOT-02234,WH-010,7.74,Available
INV-02235,LOT-02235,WH-002,5.91,Available
